# SignalP-5.0	Organism: Gram-positive	Timestamp: 20190601013451
# ID	Prediction	SP(Sec/SPI)	TAT(Tat/SPI)	LIPO(Sec/SPII)	OTHER	CS Position
_BSU23050	OTHER	0.373734	0.000991	0.011150	0.614125	
_BSU23090	OTHER	0.007214	0.000732	0.010344	0.981710	
_BSU23100	OTHER	0.002211	0.000086	0.000292	0.997411	
_BSU23110	OTHER	0.009302	0.000185	0.003536	0.986977	
_BSU23130	OTHER	0.062928	0.004553	0.069304	0.863215	
_BSU23140	OTHER	0.031556	0.000824	0.126757	0.840863	
_BSU23150	SP(Sec/SPI)	0.759183	0.010446	0.026343	0.204028	CS pos: 31-32. VFA-GK. Pr: 0.6436
_BSU23170	OTHER	0.022920	0.000236	0.058161	0.918683	
_BSU23180	LIPO(Sec/SPII)	0.016295	0.000644	0.862329	0.120732	CS pos: 18-19. FAM-CN. Pr: 0.8570
_BSU23190	SP(Sec/SPI)	0.993049	0.001082	0.002104	0.003765	CS pos: 27-28. AHA-AI. Pr: 0.9669
_BSU23310	OTHER	0.262819	0.001684	0.005874	0.729623	
_BSU23390	OTHER	0.007037	0.000326	0.001100	0.991538	
_BSU23410	OTHER	0.060619	0.002113	0.042809	0.894459	
_BSU23420	OTHER	0.018485	0.000415	0.012783	0.968317	
_BSU23430	OTHER	0.016982	0.001544	0.013360	0.968115	
_BSU23440	OTHER	0.004987	0.000529	0.000783	0.993701	
_BSU23480	SP(Sec/SPI)	0.990900	0.002736	0.004646	0.001718	CS pos: 23-24. AFA-KQ. Pr: 0.9661
_BSU23519	OTHER	0.010366	0.000431	0.004102	0.985101	
_BSU23530	OTHER	0.111788	0.000645	0.012595	0.874972	
_BSU23560	OTHER	0.002220	0.000211	0.003740	0.993829	
_BSU23640	OTHER	0.148135	0.000645	0.019755	0.831465	
_BSU23730	OTHER	0.389904	0.010834	0.031906	0.567356	
_BSU23740	OTHER	0.021050	0.002094	0.006944	0.969913	
_BSU23880	OTHER	0.054813	0.012854	0.003466	0.928868	
_BSU23890	SP(Sec/SPI)	0.947813	0.003022	0.040263	0.008901	CS pos: 26-27. AFA-AT. Pr: 0.9296
_BSU23950	OTHER	0.178089	0.014628	0.010063	0.797220	
_BSU23960	OTHER	0.032694	0.001531	0.001678	0.964098	
_BSU23970	OTHER	0.001194	0.000355	0.002930	0.995522	
_BSU23980	LIPO(Sec/SPII)	0.000781	0.000079	0.998999	0.000141	CS pos: 19-20. LTA-CG. Pr: 0.9985
_BSU24010	OTHER	0.185989	0.001110	0.034114	0.778787	
_BSU24100	OTHER	0.107223	0.001367	0.005009	0.886402	
_BSU24110	OTHER	0.011998	0.000263	0.177022	0.810717	
_BSU24200	LIPO(Sec/SPII)	0.076072	0.000182	0.923431	0.000316	CS pos: 16-17. LSG-CS. Pr: 0.9249
_BSU24360	SP(Sec/SPI)	0.667822	0.004495	0.034249	0.293434	CS pos: 32-33. KNA-VQ. Pr: 0.1259
_BSU24370	OTHER	0.153973	0.002343	0.013881	0.829802	
_BSU24380	OTHER	0.010755	0.000711	0.009816	0.978718	
_BSU24390	SP(Sec/SPI)	0.897558	0.003511	0.084203	0.014727	CS pos: 24-25. VQA-AG. Pr: 0.7214
_BSU24400	OTHER	0.009451	0.000477	0.042759	0.947312	
_BSU24410	OTHER	0.001909	0.000085	0.001470	0.996536	
_BSU24440	OTHER	0.013083	0.000191	0.010396	0.976330	
_BSU24480	OTHER	0.006736	0.000433	0.022629	0.970202	
_BSU24490	OTHER	0.007655	0.000726	0.001551	0.990068	
_BSU24500	OTHER	0.031682	0.001921	0.016361	0.950035	
_BSU24510	OTHER	0.029513	0.063832	0.008462	0.898193	
_BSU24540	OTHER	0.081033	0.001866	0.025673	0.891428	
_BSU24620	SP(Sec/SPI)	0.982678	0.001920	0.008912	0.006489	CS pos: 27-28. TWA-AF. Pr: 0.9340
_BSU24630	SP(Sec/SPI)	0.647585	0.002037	0.062841	0.287537	CS pos: 30-31. SSG-GE. Pr: 0.2644
_BSU24640	SP(Sec/SPI)	0.752534	0.005602	0.133730	0.108135	CS pos: 43-44. TSA-AF. Pr: 0.4145
_BSU24670	OTHER	0.429169	0.005874	0.026418	0.538538	
_BSU24680	OTHER	0.030072	0.000874	0.021828	0.947226	
_BSU24690	SP(Sec/SPI)	0.530979	0.005654	0.002988	0.460379	CS pos: 36-37. LMA-DE. Pr: 0.4730
_BSU24700	OTHER	0.345665	0.037745	0.018065	0.598525	
_BSU24710	OTHER	0.290704	0.004211	0.019910	0.685174	
_BSU24720	OTHER	0.005625	0.000603	0.001536	0.992236	
_BSU24730	OTHER	0.002718	0.000140	0.000358	0.996785	
_BSU24740	OTHER	0.010347	0.000236	0.001881	0.987536	
_BSU24750	OTHER	0.014380	0.000638	0.003112	0.981869	
_BSU24780	OTHER	0.009389	0.000319	0.076938	0.913354	
_BSU24800	OTHER	0.006306	0.001249	0.053533	0.938912	
_BSU24820	LIPO(Sec/SPII)	0.002079	0.000151	0.997554	0.000216	CS pos: 20-21. LSA-CE. Pr: 0.9982
_BSU24830	OTHER	0.005690	0.000485	0.000519	0.993305	
_BSU24840	OTHER	0.111087	0.000841	0.035385	0.852687	
_BSU24870	OTHER	0.020886	0.000782	0.003045	0.975288	
_BSU24930	SP(Sec/SPI)	0.382409	0.001995	0.245486	0.370111	CS pos: 21-22. SYS-QR. Pr: 0.1982
_BSU24950	OTHER	0.018028	0.000365	0.001867	0.979740	
_BSU24960	OTHER	0.008958	0.000558	0.000529	0.989955	
_BSU24970	OTHER	0.019467	0.000636	0.010925	0.968972	
_BSU24980	OTHER	0.012789	0.001313	0.006331	0.979566	
_BSU24990	LIPO(Sec/SPII)	0.002546	0.000084	0.997150	0.000220	CS pos: 21-22. AAA-CG. Pr: 0.9972
_BSU25000	OTHER	0.243114	0.000769	0.003681	0.752435	
_BSU25010	OTHER	0.018394	0.000469	0.007847	0.973290	
_BSU25030	OTHER	0.005171	0.000407	0.045094	0.949329	
_BSU25040	OTHER	0.134852	0.002747	0.017221	0.845179	
_BSU25050	SP(Sec/SPI)	0.995161	0.002328	0.001841	0.000669	CS pos: 28-29. AEA-AS. Pr: 0.9540
_BSU25060	SP(Sec/SPI)	0.632891	0.000797	0.011386	0.354926	CS pos: 25-26. IGT-IP. Pr: 0.1655
_BSU25080	OTHER	0.022416	0.002734	0.005159	0.969691	
_BSU25110	OTHER	0.059073	0.004390	0.042010	0.894527	
_BSU25190	SP(Sec/SPI)	0.839657	0.004434	0.034034	0.121875	CS pos: 27-28. VKG-LD. Pr: 0.5579
_BSU25290	OTHER	0.013069	0.001829	0.001382	0.983720	
_BSU25310	OTHER	0.016665	0.002328	0.054683	0.926324	
_BSU25330	OTHER	0.137656	0.000553	0.006868	0.854923	
_BSU25350	OTHER	0.007413	0.000253	0.003159	0.989175	
_BSU25370	OTHER	0.125243	0.005065	0.129269	0.740424	
_BSU25380	OTHER	0.007409	0.003027	0.002029	0.987536	
_BSU25390	SP(Sec/SPI)	0.972777	0.006206	0.006921	0.014096	CS pos: 28-29. AKA-EK. Pr: 0.9128
_BSU25420	OTHER	0.029039	0.002313	0.150213	0.818435	
_BSU25510	OTHER	0.004582	0.000591	0.000748	0.994080	
_BSU25569	OTHER	0.022763	0.004140	0.019945	0.953152	
_BSU25570	OTHER	0.006089	0.013635	0.205854	0.774423	
_BSU25590	SP(Sec/SPI)	0.378700	0.019198	0.316627	0.285474	CS pos: 39-40. KQA-VP. Pr: 0.1049
_BSU25700	LIPO(Sec/SPII)	0.003831	0.000094	0.995518	0.000557	CS pos: 16-17. TAG-CE. Pr: 0.9964
_BSU25710	OTHER	0.029711	0.004072	0.003898	0.962319	
_BSU25720	OTHER	0.034349	0.000251	0.008397	0.957003	
_BSU25740	OTHER	0.011182	0.001242	0.002407	0.985169	
_BSU25750	SP(Sec/SPI)	0.984518	0.001186	0.010431	0.003866	CS pos: 26-27. IQG-AS. Pr: 0.7613
_BSU25790	OTHER	0.031054	0.001203	0.027869	0.939874	
_BSU25900	OTHER	0.032062	0.000802	0.002540	0.964596	
_BSU25910	OTHER	0.001927	0.000303	0.000549	0.997221	
_BSU26050	OTHER	0.004059	0.000503	0.005457	0.989981	
_BSU26160	OTHER	0.172999	0.001277	0.005413	0.820311	
_BSU26360	OTHER	0.035681	0.001424	0.011284	0.951611	
_BSU26410	OTHER	0.007109	0.000455	0.065557	0.926879	
_BSU26420	OTHER	0.158032	0.001270	0.035407	0.805291	
_BSU26440	OTHER	0.016024	0.000535	0.000689	0.982753	
_BSU26480	OTHER	0.007313	0.000243	0.008894	0.983551	
_BSU26490	OTHER	0.013634	0.000493	0.044856	0.941017	
_BSU26590	OTHER	0.035889	0.000999	0.006141	0.956971	
_BSU26610	OTHER	0.179576	0.001562	0.058228	0.760634	
_BSU26620	OTHER	0.365645	0.006251	0.095222	0.532882	
_BSU26640	OTHER	0.004452	0.000399	0.000981	0.994168	
_BSU26650	OTHER	0.028821	0.000689	0.002774	0.967716	
_BSU26690	OTHER	0.038537	0.001502	0.113897	0.846065	
_BSU26700	OTHER	0.023096	0.002310	0.012975	0.961619	
_BSU26710	OTHER	0.003693	0.000516	0.014035	0.981756	
_BSU26770	OTHER	0.004421	0.000417	0.004577	0.990585	
_BSU26860	OTHER	0.025580	0.000456	0.011935	0.962029	
_BSU26890	SP(Sec/SPI)	0.972724	0.007294	0.001795	0.018187	CS pos: 35-36. VFA-AG. Pr: 0.9381
_BSU26950	OTHER	0.001293	0.000137	0.000216	0.998354	
_BSU26960	OTHER	0.003254	0.000544	0.000305	0.995897	
_BSU26990	OTHER	0.038770	0.006458	0.003004	0.951767	
_BSU27030	SP(Sec/SPI)	0.995235	0.000237	0.004294	0.000234	CS pos: 24-25. ADA-AD. Pr: 0.9571
_BSU27040	OTHER	0.060420	0.014522	0.002238	0.922819	
_BSU27050	OTHER	0.142640	0.001815	0.091571	0.763974	
_BSU27070	OTHER	0.004399	0.000166	0.001198	0.994236	
_BSU27080	OTHER	0.003889	0.000307	0.000711	0.995092	
_BSU27090	OTHER	0.012049	0.004988	0.065311	0.917652	
_BSU27100	OTHER	0.040461	0.000253	0.058288	0.900997	
_BSU27130	OTHER	0.056742	0.047219	0.005516	0.890524	
_BSU27140	OTHER	0.010693	0.000230	0.000772	0.988305	
_BSU27150	OTHER	0.002058	0.000145	0.005457	0.992339	
_BSU27200	OTHER	0.010406	0.000362	0.001864	0.987368	
_BSU27240	OTHER	0.145443	0.004020	0.016588	0.833949	
_BSU27300	OTHER	0.356817	0.017090	0.043137	0.582956	
_BSU27310	OTHER	0.293471	0.001405	0.026054	0.679071	
_BSU27370	OTHER	0.248267	0.000890	0.052625	0.698218	
_BSU27420	OTHER	0.001111	0.000179	0.061853	0.936857	
_BSU27430	OTHER	0.006567	0.000222	0.000468	0.992743	
_BSU27440	LIPO(Sec/SPII)	0.000615	0.000053	0.999182	0.000149	CS pos: 20-21. LAA-CG. Pr: 0.9996
_BSU27450	OTHER	0.003058	0.000270	0.002684	0.993988	
_BSU27460	OTHER	0.000782	0.000138	0.000722	0.998358	
_BSU27580	SP(Sec/SPI)	0.993318	0.001785	0.004170	0.000728	CS pos: 27-28. VTA-AQ. Pr: 0.6847
_BSU27600	OTHER	0.001742	0.000195	0.000259	0.997804	
_BSU27630	OTHER	0.036910	0.000339	0.027588	0.935164	
_BSU27650	SP(Sec/SPI)	0.644507	0.002899	0.100476	0.252118	CS pos: 28-29. PAA-NN. Pr: 0.2031
_BSU27670	OTHER	0.034029	0.002038	0.006205	0.957728	
_BSU27680	OTHER	0.002112	0.000120	0.000621	0.997147	
_BSU27690	OTHER	0.023335	0.005671	0.003351	0.967643	
_BSU27700	OTHER	0.196057	0.002078	0.022889	0.778977	
_BSU27729	OTHER	0.005707	0.000233	0.080775	0.913285	
_BSU27760	OTHER	0.013191	0.000208	0.003919	0.982682	
_BSU27809	OTHER	0.023845	0.001175	0.008193	0.966786	
_BSU27810	OTHER	0.003548	0.000316	0.001034	0.995102	
_BSU27830	LIPO(Sec/SPII)	0.001403	0.000080	0.998262	0.000255	CS pos: 19-20. LTA-CG. Pr: 0.9988
_BSU27840	OTHER	0.008731	0.001234	0.001741	0.988294	
_BSU27970	OTHER	0.011132	0.000384	0.015623	0.972860	
_BSU27980	OTHER	0.016208	0.003114	0.002929	0.977749	
_BSU27990	OTHER	0.010342	0.001351	0.004026	0.984280	
_BSU28010	OTHER	0.108046	0.000217	0.282186	0.609551	
_BSU28020	SP(Sec/SPI)	0.545269	0.002113	0.214625	0.237994	CS pos: 33-34. TWP-EK. Pr: 0.0887
_BSU28060	OTHER	0.015786	0.002965	0.002259	0.978991	
_BSU28070	LIPO(Sec/SPII)	0.044017	0.007428	0.765644	0.182911	CS pos: 20-21. TAG-CR. Pr: 0.7614
_BSU28099	OTHER	0.007053	0.000205	0.015282	0.977459	
_BSU28160	OTHER	0.000417	0.000075	0.007533	0.991975	
_BSU28180	OTHER	0.413314	0.001514	0.052330	0.532842	
_BSU28430	OTHER	0.007577	0.000709	0.000987	0.990728	
_BSU28440	SP(Sec/SPI)	0.487139	0.062580	0.026082	0.424199	CS pos: 22-23. IKA-AE. Pr: 0.3123
_BSU28450	OTHER	0.216255	0.101767	0.003687	0.678291	
_BSU28570	OTHER	0.046228	0.000548	0.003230	0.949995	
_BSU28600	OTHER	0.013284	0.001114	0.005388	0.980214	
_BSU28710	OTHER	0.164115	0.001850	0.013290	0.820745	
_BSU28730	OTHER	0.048490	0.002406	0.022724	0.926380	
_BSU28740	OTHER	0.001622	0.000275	0.014636	0.983467	
_BSU28750	LIPO(Sec/SPII)	0.003062	0.000065	0.996690	0.000184	CS pos: 21-22. IAG-CS. Pr: 0.9972
_BSU28810	SP(Sec/SPI)	0.975513	0.020014	0.001838	0.002635	CS pos: 32-33. AEA-AF. Pr: 0.9378
_BSU28830	OTHER	0.178006	0.006306	0.110172	0.705516	
_BSU28840	OTHER	0.006196	0.000412	0.014756	0.978635	
_BSU28870	OTHER	0.006620	0.006255	0.000884	0.986240	
_BSU28900	OTHER	0.011919	0.000379	0.005608	0.982094	
_BSU28910	OTHER	0.013537	0.000635	0.021073	0.964755	
_BSU28930	OTHER	0.025189	0.001204	0.008231	0.965376	
_BSU28970	OTHER	0.036950	0.000344	0.074975	0.887732	
_BSU28980	OTHER	0.003976	0.000724	0.001237	0.994063	
_BSU29040	OTHER	0.136669	0.007496	0.022031	0.833804	
_BSU29070	OTHER	0.018739	0.000431	0.083793	0.897037	
_BSU29100	OTHER	0.256676	0.003096	0.086269	0.653959	
_BSU29150	OTHER	0.019847	0.000438	0.027493	0.952221	
_BSU29160	OTHER	0.070458	0.012192	0.071070	0.846281	
_BSU29170	OTHER	0.107605	0.003339	0.017777	0.871279	
_BSU29239	OTHER	0.044227	0.038507	0.012803	0.904463	
_BSU29240	OTHER	0.072466	0.000660	0.014583	0.912291	
_BSU29260	LIPO(Sec/SPII)	0.013120	0.000526	0.521496	0.464859	CS pos: 12-13. LSA-CF. Pr: 0.5283
_BSU29280	SP(Sec/SPI)	0.759180	0.018910	0.044210	0.177700	CS pos: 45-46. ASA-SV. Pr: 0.1953
_BSU29340	OTHER	0.006299	0.000270	0.000987	0.992445	
_BSU29350	OTHER	0.002551	0.000477	0.002209	0.994763	
_BSU29360	OTHER	0.002660	0.000465	0.004870	0.992004	
_BSU29370	LIPO(Sec/SPII)	0.002720	0.000108	0.996958	0.000213	CS pos: 20-21. LSA-CG. Pr: 0.9973
_BSU29380	LIPO(Sec/SPII)	0.002081	0.000063	0.997658	0.000198	CS pos: 20-21. GGG-CS. Pr: 0.9974
_BSU29520	OTHER	0.002106	0.000155	0.000704	0.997035	
_BSU29530	SP(Sec/SPI)	0.772457	0.011729	0.011881	0.203933	CS pos: 34-35. VKG-AQ. Pr: 0.5420
_BSU29600	OTHER	0.061291	0.001881	0.136940	0.799889	
_BSU29610	OTHER	0.161414	0.009708	0.086053	0.742825	
_BSU29720	OTHER	0.033769	0.000977	0.005065	0.960189	
_BSU29730	OTHER	0.096017	0.002108	0.070996	0.830880	
_BSU29780	OTHER	0.042990	0.000730	0.003403	0.952876	
_BSU29990	OTHER	0.096444	0.001818	0.002830	0.898908	
_BSU30000	OTHER	0.001862	0.000146	0.001782	0.996210	
_BSU30050	OTHER	0.039148	0.001576	0.007452	0.951824	
_BSU30070	OTHER	0.147754	0.003412	0.201016	0.647818	
_BSU30090	OTHER	0.055799	0.004233	0.002930	0.937038	
_BSU30110	LIPO(Sec/SPII)	0.000584	0.000080	0.999056	0.000280	CS pos: 20-21. LAS-CS. Pr: 0.9996
_BSU30135	OTHER	0.000875	0.000160	0.025381	0.973584	
_BSU30150	OTHER	0.320318	0.007655	0.042964	0.629063	
_BSU30160	LIPO(Sec/SPII)	0.002416	0.000106	0.997241	0.000238	CS pos: 22-23. LAG-CK. Pr: 0.9976
_BSU30170	OTHER	0.411134	0.023665	0.015823	0.549378	
_BSU30270	LIPO(Sec/SPII)	0.009959	0.000238	0.989374	0.000429	CS pos: 18-19. LPG-CS. Pr: 0.9900
_BSU30280	OTHER	0.035393	0.000290	0.001893	0.962424	
_BSU30290	LIPO(Sec/SPII)	0.196740	0.005378	0.566552	0.231330	CS pos: 20-21. IVA-CA. Pr: 0.5571
_BSU30330	OTHER	0.075534	0.002463	0.028274	0.893729	
_BSU30350	OTHER	0.113712	0.002769	0.061179	0.822341	
_BSU30360	OTHER	0.137587	0.012991	0.039512	0.809909	
_BSU30370	OTHER	0.013454	0.000233	0.002890	0.983423	
_BSU30390	OTHER	0.003179	0.000780	0.054097	0.941943	
_BSU30410	LIPO(Sec/SPII)	0.117633	0.003087	0.492026	0.387254	CS pos: 31-32. TMA-CA. Pr: 0.4573
_BSU30420	OTHER	0.047288	0.005033	0.003522	0.944156	
_BSU30430	OTHER	0.063973	0.000795	0.023489	0.911744	
_BSU30440	SP(Sec/SPI)	0.618719	0.013743	0.014190	0.353349	CS pos: 36-37. VNT-YL. Pr: 0.3242
_BSU30450	OTHER	0.002329	0.000208	0.000271	0.997192	
_BSU30510	OTHER	0.007849	0.000556	0.006390	0.985205	
_BSU30530	OTHER	0.134964	0.122994	0.027281	0.714761	
_BSU30595	LIPO(Sec/SPII)	0.002808	0.000215	0.996469	0.000508	CS pos: 23-24. LAA-CK. Pr: 0.9975
_BSU30620	OTHER	0.065149	0.000781	0.012386	0.921683	
_BSU30640	OTHER	0.007147	0.013548	0.028932	0.950373	
_BSU30659	OTHER	0.388194	0.003088	0.002927	0.605792	
_BSU30680	OTHER	0.054078	0.003324	0.027514	0.915085	
_BSU30710	OTHER	0.006247	0.003486	0.002799	0.987468	
_BSU30720	OTHER	0.010449	0.000219	0.004563	0.984769	
_BSU30740	OTHER	0.010259	0.002798	0.296259	0.690684	
_BSU30750	OTHER	0.027284	0.009030	0.007590	0.956096	
_BSU30760	OTHER	0.007716	0.001358	0.000876	0.990050	
_BSU30770	LIPO(Sec/SPII)	0.001385	0.000117	0.998252	0.000247	CS pos: 18-19. LTG-CG. Pr: 0.9988
_BSU30900	OTHER	0.004381	0.000327	0.000553	0.994738	
_BSU30920	OTHER	0.007599	0.000394	0.000832	0.991174	
_BSU30930	OTHER	0.105039	0.000669	0.245537	0.648754	
_BSU30990	OTHER	0.019186	0.000618	0.006000	0.974195	
_BSU31010	OTHER	0.061548	0.000684	0.007770	0.929998	
_BSU31020	OTHER	0.034254	0.000518	0.007546	0.957682	
_BSU31080	SP(Sec/SPI)	0.994766	0.002776	0.001986	0.000472	CS pos: 28-29. SFA-AE. Pr: 0.9510
_BSU31090	OTHER	0.021604	0.001516	0.009699	0.967180	
_BSU31100	OTHER	0.038514	0.001205	0.004090	0.956191	
_BSU31110	OTHER	0.022898	0.002020	0.011547	0.963535	
_BSU31120	SP(Sec/SPI)	0.646877	0.008482	0.124952	0.219689	CS pos: 33-34. TLS-KP. Pr: 0.2902
_BSU31130	SP(Sec/SPI)	0.879952	0.011181	0.031302	0.077566	CS pos: 28-29. ALS-SV. Pr: 0.4409
_BSU31150	OTHER	0.063126	0.001330	0.026818	0.908726	
_BSU31160	OTHER	0.001306	0.000182	0.014085	0.984427	
_BSU31230	OTHER	0.377344	0.003868	0.005446	0.613343	
_BSU31240	OTHER	0.384816	0.009225	0.022227	0.583732	
_BSU31250	SP(Sec/SPI)	0.892092	0.040393	0.012596	0.054919	CS pos: 36-37. VSA-YQ. Pr: 0.3514
_BSU31260	SP(Sec/SPI)	0.630276	0.002263	0.009585	0.357877	CS pos: 42-43. ASG-KL. Pr: 0.2421
_BSU31300	OTHER	0.371589	0.004324	0.061103	0.562985	
_BSU31310	SP(Sec/SPI)	0.546991	0.013749	0.068694	0.370566	CS pos: 23-24. VKS-NF. Pr: 0.2210
_BSU31319	OTHER	0.004332	0.000243	0.057687	0.937739	
_BSU31321	OTHER	0.001836	0.000262	0.000406	0.997497	
_BSU31322	OTHER	0.007980	0.000226	0.018880	0.972913	
_BSU31340	OTHER	0.040768	0.001771	0.014505	0.942957	
_BSU31380	OTHER	0.010397	0.000284	0.003614	0.985704	
_BSU31450	OTHER	0.015591	0.000528	0.007373	0.976508	
_BSU31460	OTHER	0.016099	0.001106	0.278305	0.704490	
_BSU31480	OTHER	0.023869	0.002531	0.008483	0.965117	
_BSU31490	SP(Sec/SPI)	0.692370	0.005414	0.123974	0.178242	CS pos: 28-29. ASG-KE. Pr: 0.3679
_BSU31510	OTHER	0.144453	0.001026	0.175893	0.678628	
_BSU31520	SP(Sec/SPI)	0.515312	0.004238	0.061542	0.418908	CS pos: 32-33. VGA-QT. Pr: 0.3346
_BSU31540	LIPO(Sec/SPII)	0.001480	0.000090	0.998210	0.000220	CS pos: 22-23. LGA-CG. Pr: 0.9986
_BSU31560	OTHER	0.227909	0.003075	0.075971	0.693045	
_BSU31570	OTHER	0.060793	0.002142	0.034198	0.902867	
_BSU31580	OTHER	0.004061	0.000114	0.002390	0.993435	
_BSU31590	SP(Sec/SPI)	0.775852	0.005368	0.077929	0.140851	CS pos: 33-34. VAA-CD. Pr: 0.3301
_BSU31600	OTHER	0.007021	0.000597	0.002828	0.989555	
_BSU31610	OTHER	0.033425	0.001243	0.032483	0.932848	
_BSU31620	OTHER	0.033055	0.003552	0.007445	0.955948	
_BSU31630	OTHER	0.054642	0.008229	0.005665	0.931464	
_BSU31640	OTHER	0.046528	0.013031	0.101614	0.838826	
_BSU31650	OTHER	0.007503	0.000144	0.014520	0.977833	
_BSU31660	OTHER	0.011026	0.001790	0.053932	0.933252	
_BSU31690	OTHER	0.248571	0.000365	0.030920	0.720144	
_BSU31700	OTHER	0.025993	0.000764	0.006901	0.966343	
_BSU31710	OTHER	0.001767	0.000118	0.000170	0.997944	
_BSU31800	OTHER	0.004204	0.000273	0.047271	0.948251	
_BSU31850	OTHER	0.286312	0.013674	0.059523	0.640491	
_BSU31860	OTHER	0.121255	0.006973	0.011574	0.860198	
_BSU31875	OTHER	0.021758	0.000586	0.003056	0.974600	
_BSU31890	OTHER	0.003441	0.000491	0.000573	0.995496	
_BSU31910	OTHER	0.003309	0.000448	0.000292	0.995951	
_BSU32030	OTHER	0.075789	0.012086	0.138565	0.773560	
_BSU32040	OTHER	0.118887	0.001982	0.020828	0.858303	
_BSU32060	OTHER	0.142650	0.009078	0.014958	0.833314	
_BSU32070	SP(Sec/SPI)	0.913360	0.018131	0.022409	0.046100	CS pos: 31-32. IEA-KD. Pr: 0.8541
_BSU32080	OTHER	0.001821	0.000229	0.002597	0.995353	
_BSU32120	OTHER	0.018421	0.000880	0.018904	0.961796	
_BSU32180	OTHER	0.058470	0.001649	0.080846	0.859035	
_BSU32270	OTHER	0.005796	0.000160	0.003178	0.990867	
_BSU32320	LIPO(Sec/SPII)	0.001150	0.000084	0.998516	0.000250	CS pos: 17-18. LSG-CG. Pr: 0.9990
_BSU32350	OTHER	0.085219	0.000683	0.011665	0.902433	
_BSU32380	OTHER	0.009893	0.000361	0.044221	0.945525	
_BSU32430	OTHER	0.229689	0.016938	0.038182	0.715190	
_BSU32440	OTHER	0.039734	0.004195	0.023280	0.932792	
_BSU32469	OTHER	0.019995	0.002108	0.085307	0.892590	
_BSU32540	SP(Sec/SPI)	0.979799	0.005888	0.012082	0.002231	CS pos: 28-29. ASA-QT. Pr: 0.6463
_BSU32550	OTHER	0.004069	0.000350	0.001294	0.994287	
_BSU32580	OTHER	0.004083	0.000253	0.001136	0.994528	
_BSU32590	OTHER	0.016281	0.000373	0.002201	0.981145	
_BSU32600	LIPO(Sec/SPII)	0.005535	0.000108	0.994177	0.000180	CS pos: 20-21. IAG-CS. Pr: 0.9948
_BSU32730	LIPO(Sec/SPII)	0.000941	0.000053	0.998844	0.000162	CS pos: 19-20. MAA-CG. Pr: 0.9993
_BSU32740	OTHER	0.001404	0.000151	0.000871	0.997574	
_BSU32750	OTHER	0.019921	0.001524	0.001157	0.977399	
_BSU32880	OTHER	0.245132	0.004089	0.156064	0.594715	
_BSU32940	OTHER	0.014243	0.000818	0.003015	0.981924	
_BSU33000	OTHER	0.004087	0.003236	0.000972	0.991705	
_BSU33020	OTHER	0.043974	0.001156	0.024080	0.930790	
_BSU33050	OTHER	0.002293	0.000157	0.000600	0.996950	
_BSU33060	OTHER	0.131755	0.075017	0.034716	0.758511	
_BSU33070	LIPO(Sec/SPII)	0.001108	0.000125	0.997545	0.001223	CS pos: 17-18. LSG-CW. Pr: 0.9990
_BSU33090	OTHER	0.001763	0.000150	0.063116	0.934971	
_BSU33100	OTHER	0.003345	0.000226	0.045827	0.950602	
_BSU33130	OTHER	0.029117	0.000365	0.061246	0.909273	
_BSU33140	OTHER	0.002754	0.000158	0.000450	0.996639	
_BSU33170	LIPO(Sec/SPII)	0.016345	0.002106	0.853887	0.127663	CS pos: 34-35. GIS-CG. Pr: 0.8537
_BSU33180	LIPO(Sec/SPII)	0.000485	0.000069	0.999280	0.000166	CS pos: 20-21. LAG-CG. Pr: 0.9997
_BSU33200	OTHER	0.001771	0.000186	0.000378	0.997665	
_BSU33210	OTHER	0.104054	0.001193	0.031643	0.863109	
_BSU33240	OTHER	0.022047	0.005595	0.003785	0.968572	
_BSU33250	OTHER	0.002181	0.000390	0.018722	0.978706	
_BSU33260	OTHER	0.140100	0.001937	0.016356	0.841607	
_BSU33280	OTHER	0.314654	0.007343	0.166766	0.511237	
_BSU33290	OTHER	0.036149	0.001187	0.007330	0.955334	
_BSU33300	OTHER	0.021184	0.000315	0.004017	0.974484	
_BSU33310	OTHER	0.013391	0.000362	0.003189	0.983057	
_BSU33320	LIPO(Sec/SPII)	0.001374	0.000089	0.998371	0.000167	CS pos: 23-24. LAA-CG. Pr: 0.9988
_BSU33330	OTHER	0.169580	0.031523	0.053619	0.745277	
_BSU33350	OTHER	0.130939	0.024849	0.066298	0.777914	
_BSU33360	OTHER	0.009383	0.000114	0.004329	0.986174	
_BSU33380	LIPO(Sec/SPII)	0.000452	0.000074	0.999343	0.000130	CS pos: 20-21. VAG-CS. Pr: 0.9997
_BSU33390	OTHER	0.018850	0.004439	0.005790	0.970921	
_BSU33420	OTHER	0.032242	0.002236	0.030759	0.934763	
_BSU33460	OTHER	0.066427	0.000656	0.045385	0.887532	
_BSU33470	OTHER	0.033130	0.001120	0.061407	0.904343	
_BSU33490	OTHER	0.126012	0.010787	0.032147	0.831054	
_BSU33500	OTHER	0.026960	0.005966	0.294034	0.673040	
_BSU33550	OTHER	0.076125	0.008810	0.009782	0.905283	
_BSU33560	OTHER	0.237724	0.010501	0.085148	0.666627	
_BSU33570	OTHER	0.008419	0.000190	0.091820	0.899572	
_BSU33620	OTHER	0.027373	0.001103	0.003707	0.967817	
_BSU33630	OTHER	0.174714	0.001532	0.051958	0.771796	
