,leu__L_e,lys__L_e,met__L_e,phe__L_e,crn_e,btd_RR_e,4abut_e,gly_e,ile__L_e,val__L_e,for_e,ac_e,acac_e,arab__L_e,acgam_e,glcr_e,succ_e,gal_e,asp__L_e,pro__L_e,ala__D_e,tre_e,man_e,galt_e,ser__D_e,sbt__D_e,glyc_e,glcur_e,glcn__D_e,glyc3p_e,xyl__D_e,lac__L_e,mnl_e,glu__L_e,g6p_e,mal__L_e,rib__D_e,rmn_e,fru_e,glc__D_e,malt_e,melib_e,thymd_e,asn__L_e,akg_e,sucr_e,uri_e,gln__L_e,g1p_e,f6p_e,mbdg_e,malttr_e,dad_2_e,adn_e,cit_e,fum_e,ppa_e,galctr__D_e,glyclt_e,glx_e,cellb_e,ins_e,ser__L_e,thr__L_e,ala__L_e,acmana_e,mal__D_e,pyr_e,galur_e,dextrin_e,glycogen_e,acnam_e,arab__D_e,abt__L_e,arbt_e,drib_e,pala_e,raffin_e,salcn_e,srb__L_e,gam_e,orn__L_e,dha_e,gly_asp__L_e,gly_glu__L_e,gly_pro__L_e
ACACT4r,0,0,0,0,0,-1.1113325184984928e-11,0.09113974196616471,0.0911397419694878,0.0911397419493315,0.09113974195835091,-1.6155871338926322e-24,4.911384887033602e-25,5.02876065299822e-11,0.017462194376856244,0.09113974194921624,0.0174621943763799,0.017462194378720246,0.017462194373505133,0.09113974196224016,0.09113974194784523,0.09113974197440705,0.01746219437748186,0.01746219437214818,0.017462194378622897,0.09113974195504312,0.01746219437628823,0.0174621943770143,0.017462194380122847,0.017462194373559697,0.01746219437908985,0.01746219438186605,0.017462194373753372,0.01746219437321748,0.09113974194847448,0.01746219437321711,0.01746219436991725,0.01746219437323898,0.017462194376178283,0.01746219437247921,0.01746219437681241,0.01746219437220464,0.017462194372205433,0.017563777935282868,0.09113974196137031,0.01746219437023672,0.017462194375499868,0.018010691562636946,0.09113974196348117,0.017462194378977964,0.017462194378977964,0.017462194378976614,0.017462194383074336,0.0911397419710132,0.09113974196947743,0.017462194373747197,0.017462194380353728,0.01746219437513442,0.017462194383361863,0.017462194379027293,0.01746219437981532,0.017462194375751503,0.09113974194406749,0.0911397419594973,0.09113974195902988,0.0911397419497097,0.09113974195184932,0.017462194375051584,0.017462194376061616,0.017462194380357194,0.01746219437696228,0.017462194378264927,0.09113974195971902,0.017462194375633188,0.01746219437366196,0.017462194373880618,0.017462194380088107,0.017462194375028703,0.017462194375632453,0.017462194373880618,0.017462194372830978,0.0911397419568546,0.09113974196362483,0.017462194377079115,0,0,0
ACACT5r_1,0,0,0,0,0,-1.1113325184984928e-11,0.09113974196616471,0.0911397419694878,0.0911397419493315,0.09113974195835091,-1.6155871338926322e-24,4.911384887033602e-25,5.02876065299822e-11,0.017462194376856244,0.09113974194921624,0.0174621943763799,0.017462194378720246,0.017462194373505133,0.09113974196224016,0.09113974194784523,0.09113974197440705,0.01746219437748186,0.01746219437214818,0.017462194378622897,0.09113974195504312,0.01746219437628823,0.0174621943770143,0.017462194380122847,0.017462194373559697,0.01746219437908985,0.01746219438186605,0.017462194373753372,0.01746219437321748,0.09113974194847448,0.01746219437321711,0.01746219436991725,0.01746219437323898,0.017462194376178283,0.01746219437247921,0.01746219437681241,0.01746219437220464,0.017462194372205433,0.017563777935282868,0.09113974196137031,0.01746219437023672,0.017462194375499868,0.018010691562636946,0.09113974196348117,0.017462194378977964,0.017462194378977964,0.017462194378976614,0.017462194383074336,0.0911397419710132,0.09113974196947743,0.017462194373747197,0.017462194380353728,0.01746219437513442,0.017462194383361863,0.017462194379027293,0.01746219437981532,0.017462194375751503,0.09113974194406749,0.0911397419594973,0.09113974195902988,0.0911397419497097,0.09113974195184932,0.017462194375051584,0.017462194376061616,0.017462194380357194,0.01746219437696228,0.017462194378264927,0.09113974195971902,0.017462194375633188,0.01746219437366196,0.017462194373880618,0.017462194380088107,0.017462194375028703,0.017462194375632453,0.017462194373880618,0.017462194372830978,0.0911397419568546,0.09113974196362483,0.017462194377079115,0,0,0
ACACT6r_1,0,0,0,0,0,-1.1113325184984928e-11,0.09113974196616471,0.0911397419694878,0.0911397419493315,0.09113974195835091,-1.6155871338926322e-24,4.911384887033602e-25,5.02876065299822e-11,0.017462194376856244,0.09113974194921624,0.0174621943763799,0.017462194378720246,0.017462194373505133,0.09113974196224016,0.09113974194784523,0.09113974197440705,0.01746219437748186,0.01746219437214818,0.017462194378622897,0.09113974195504312,0.01746219437628823,0.0174621943770143,0.017462194380122847,0.017462194373559697,0.01746219437908985,0.01746219438186605,0.017462194373753372,0.01746219437321748,0.09113974194847448,0.01746219437321711,0.01746219436991725,0.01746219437323898,0.017462194376178283,0.01746219437247921,0.01746219437681241,0.01746219437220464,0.017462194372205433,0.017563777935282868,0.09113974196137031,0.01746219437023672,0.017462194375499868,0.018010691562636946,0.09113974196348117,0.017462194378977964,0.017462194378977964,0.017462194378976614,0.017462194383074336,0.0911397419710132,0.09113974196947743,0.017462194373747197,0.017462194380353728,0.01746219437513442,0.017462194383361863,0.017462194379027293,0.01746219437981532,0.017462194375751503,0.09113974194406749,0.0911397419594973,0.09113974195902988,0.0911397419497097,0.09113974195184932,0.017462194375051584,0.017462194376061616,0.017462194380357194,0.01746219437696228,0.017462194378264927,0.09113974195971902,0.017462194375633188,0.01746219437366196,0.017462194373880618,0.017462194380088107,0.017462194375028703,0.017462194375632453,0.017462194373880618,0.017462194372830978,0.0911397419568546,0.09113974196362483,0.017462194377079115,0,0,0
ACACT7r,0,0,0,0,0,-1.1113325184984928e-11,0.07010749382010688,0.07010749382267942,0.07010749380717808,0.07010749381411609,-1.6155871338926322e-24,4.3943970041879595e-25,5.02876065299822e-11,0.013432457212966343,0.07010749380708942,0.013432457212599924,0.01343245721440019,0.013432457210388563,0.07010749381710782,0.07010749380603479,0.07010749382646696,0.013432457213447583,0.013432457209344753,0.013432457214325306,0.07010749381157162,0.013432457212529407,0.01343245721308792,0.013432457215479116,0.013432457210430536,0.013432457214684501,0.013432457216820038,0.01343245721057952,0.013432457210167295,0.07010749380651882,0.01343245721016701,0.013432457207628654,0.013432457210183832,0.013432457212444833,0.013432457209599392,0.013432457212932623,0.013432457209388186,0.013432457209388796,0.013510598411756053,0.07010749381646929,0.013432457207874402,0.013432457211922974,0.013854378125105342,0.07010749381806244,0.013432457214598433,0.013432457214598433,0.013432457214597397,0.01343245721774949,0.0701074938238563,0.07010749382267494,0.013432457210574768,0.013432457215656717,0.013432457211641862,0.013432457217970664,0.01343245721463638,0.013432457215242553,0.013432457212116541,0.07010749380312883,0.07010749381499792,0.07010749381463838,0.07010749380746899,0.07010749380911487,0.01343245721157814,0.01343245721235509,0.01343245721565938,0.013432457213047908,0.013432457214049945,0.07010749381516848,0.01343245721202553,0.0134324572105092,0.013432457210677397,0.013432457215452392,0.013432457211560542,0.013432457212024962,0.013432457210677397,0.013432457209869984,0.07010749381296508,0.07010749381817295,0.013432457213137782,0,0,0
ACACt2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.685202688288633e-25,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
ACCOAC,0,0,0,0,0,0.0,3.316084457695118,3.3160844578134574,3.316084457079523,3.3160844574076913,0.0,0.0,0.0,0.635355226173308,3.316084457075329,0.6353552261559765,0.635355226241129,0.6353552260513791,3.316084457549199,3.316084457025446,3.316084457991887,0.6353552261960707,0.6353552260020069,0.635355226237587,3.3160844572873382,0.6353552261526411,0.6353552261790586,0.6353552262921622,0.6353552260533644,0.635355226254577,0.6353552263555878,0.6353552260604112,0.6353552260409131,3.316084457048341,0.6353552260408996,0.6353552259208352,0.6353552260416953,0.6353552261486405,0.6353552260140513,0.635355226171713,0.6353552260040614,0.6353552260040902,0.6390513048760612,3.3160844575127273,0.6353552259324592,0.6353552261239567,0.6553120853174828,3.316084457594353,0.6353552262505059,0.6353552262505059,0.6353552262504569,0.6353552263995508,3.316084457868403,3.316084457812525,0.6353552260601866,0.6353552263005626,0.6353552261106601,0.6353552264100123,0.6353552262523008,0.6353552262809727,0.6353552261331125,3.3160844568879946,3.3160844574494024,3.316084457432395,3.3160844570932837,3.3160844571711334,0.635355226107646,0.6353552261443958,0.6353552263006886,0.6353552261771661,0.6353552262245624,3.3160844574574693,0.6353552261288076,0.6353552260570853,0.635355226065041,0.6353552262908981,0.6353552261068137,0.6353552261287807,0.635355226065041,0.6353552260268504,3.3160844573532486,3.3160844575995805,0.635355226181417,0,0,0
ACGApts,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
ACGK,0,0,0,0,0,0.0,0.62882056527265,1.1521573693222893,0.6288205651559163,1.1521573691813076,0.0,-5.469383620516678e-12,-7.73657845706845e-12,0.12048077712379072,0.6288205651551212,0.220751074125452,0.12048077713665145,0.22075107408911018,1.1521573692304738,0.6288205651456619,0.6288205653289256,0.12048077712810715,0.22075107407195602,0.12048077713597978,0.6288205651953237,0.1204807771198717,0.2207510741334718,0.22075107417276907,0.22075107408979996,0.12048077713920154,0.2207510741947179,0.12048077710238242,0.22075107408547381,0.6288205651500034,0.22075107408546912,0.12048077707591497,0.2207510740857456,0.2207510741229032,0.12048077709359127,0.1204807771234883,0.12048077709169688,0.12048077709170237,0.12118165502024,1.1521573692178015,0.22075107404779207,0.12048077711443236,0.22768498749345403,0.6288205652535422,0.2207510741582958,0.2207510741582958,0.22075107415827877,0.22075107421008075,1.1521573693413798,0.6288205652949136,0.12048077710233979,0.2207510741756878,0.22075107410973516,0.22075107421371556,0.22075107415891942,0.2207510741688814,0.22075107411750802,0.6288205651195973,0.6288205652260555,0.6288205652228306,1.1521573690720683,0.6288205651732881,0.12048077711133942,0.22075107412140516,0.2207510741757532,0.12048077712452232,0.12048077713350998,0.6288205652275852,0.12048077711535221,0.12048077710175169,0.12048077710326033,0.12048077714608903,0.12048077711118158,0.1204807771153471,0.12048077710326033,0.12048077709601832,0.6288205652078223,0.0,0.12048077712532843,0,0,0
ACGS,0,0,0,0,0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0,0,0
ACHBS,0,0,0,0,0,2.6866468385959815e-11,1.236840185004318,1.2368401850484567,-1.5656332874414894e-26,1.2368401848971131,1.2215925545944171e-11,4.8467614016778965e-26,-2.3136105810666628e-11,0.23697613420553731,1.236840184773148,0.23697613419907296,0.23697613423083333,0.23697613416006003,1.2368401849498931,1.2368401847545425,1.2368401851150077,0.23697613421402738,0.23697613414164506,0.23697613422951222,1.2368401848522237,0.2369761341978289,0.23697613420768218,0.23697613424986777,0.23697613416080046,0.23697613423584918,0.23697613427352443,0.2369761341634288,0.23697613415615637,1.2368401847630819,0.23697613415615135,0.23697613411136947,0.23697613415644814,0.23697613419633684,0.23697613414613738,0.23697613420494246,0.23697613414241125,0.23697613414242205,0.2383547054466574,1.2368401849362898,0.23697613411570503,0.23697613418713015,0.24441968568044234,1.2368401849667348,0.23697613423433075,0.23697613423433075,0.23697613423431244,0.23697613428992187,1.2368401850689503,1.2368401850481088,0.236976134163345,0.23697613425300101,0.23697613418217073,0.2369761342938238,0.2369761342350002,0.2369761342456943,0.23697613419054506,1.2368401847032753,1.2368401849126704,1.2368401849063273,1.2368401847798447,1.2368401848088812,0.23697613418104657,0.23697613419475358,0.236976134253048,0.2369761342069763,0.2369761342246543,1.2368401849156796,0.23697613418893942,0.23697613416218827,0.23697613416515564,0.2369761342493963,0.2369761341807361,0.23697613418892938,0.23697613416515564,0.23697613415091118,1.236840184876807,1.2368401849688886,0.23697613420856187,0,0,0
ACKr,0,0,0,0,0,1000.000000000026,1.3914317697742813,1.391431769823937,1.5770928323447717,1.577092832500632,-1.1580528575742387e-23,999.9999999999878,-1.7119225497736185e-11,0.2665955762188687,1001.3914317695142,0.26659557621159635,0.2665955762473265,0.26659557616770724,1.3914317697130538,1.5770928323188405,1.5770928327784692,0.3021678688208928,0.2665955761469906,0.26659557624584024,1.5770928324433935,0.30216786880044083,0.2665955762212817,0.3021678688667956,0.2665955761685403,0.30216786884892044,0.26659557629535346,0.26659557617149715,0.2665955761633157,1.391431769502893,0.26659557616331003,0.266595576112931,0.26659557616364393,0.26659557620851826,0.2665955761520445,0.3021678688089818,0.2665955761478526,0.2665955761478647,1000.2641981196164,1.39143176969775,0.2665955761178084,0.2665955761981609,0.27496949075342675,1.3914317697320004,0.3021678688469843,0.3021678688469843,0.30216786884696095,0.3021678689178684,1001.1852825085739,1.3914317698235452,0.26659557617140284,0.2665955762722649,0.2665955761925816,0.3021678689228438,1.2031081161720567,0.302167868861474,0.2665955762020026,1.3914317694356115,1.3914317696711784,1.5770928325123812,1.5770928323511035,-990.1157262319164,0.2665955761913169,0.26659557620673713,0.2665955762723177,0.3021678688121047,0.30216786883464586,1.5770928325243059,0.26659557620019625,0.26659557617010154,0.26659557617343976,1000.2270977853697,0.26659557619096763,0.266595576200185,0.26659557617343976,0.3021678687406162,1.3914317696308327,1.3914317697341936,0.2665955762222713,0,0,0
ACLDC,0,0,0,0,0,0.0,0.2061492612360074,0.20614926115538287,0.20614926114678897,0.20614926127760097,1.5759590987023535e-11,0.0,-0.0,0.010693534245935846,0.05581234125943572,0.03949779092877753,0.03949779088473203,0.01069353424433844,0.2061492611769266,0.20614926119182625,0.2061492612119501,0.025152775529373006,0.010693534243734839,0.039497790933851265,0.20614926115979001,0.03949779087923148,0.03949779093021276,0.039497790887906774,0.010693534243234984,0.03949779093490716,0.025152775486347447,0.03949779088421289,0.010693534243707534,0.20614926117949375,0.010693534243707307,0.03949779087553594,0.010693534243720701,0.039497790799483824,0.03949779088133085,0.025152775470555503,0.02515277542045342,0.025152775420454566,0.0,0.20614926120836302,0.039497790817995704,0.010693534245105224,0.025942838095324945,0.20614926117956403,0.02515277548218741,0.02515277548218741,0.02515277548218547,0.02515277548808788,0.0,0.13068271408423077,0.0394977909155837,0.039497790849800776,0.03949779088735235,0.039497790845893714,0.9404380382096442,0.03949779089792441,0.010693534245259347,0.2055530867805485,0.20614926116439514,0.2061492612051064,0.2061492611913666,0.05581234126150288,0.03949779088723688,0.03949779088943391,0.03949779092764344,3.2311742677852644e-27,0.025152775481160346,0.20555308688484528,0.011025600566599392,0.010693534244320346,0.01069353424445423,0.0,0.010859567405517209,0.01085956740589267,0.01069353424445423,0.025152775522668265,0.05581234126365854,0.0745999768095884,0.039497790931470995,0,0,0
ACLS,0,0,0,0,0,9.848836482342661e-12,2.5654195440719394,2.5654195441821575,2.5654195435748344,0.20614926127760097,0.0,-1.5678932829350645e-11,0.0,0.4627250561641695,2.4150826237406244,0.49152931277635237,0.49152931278562106,0.4627250560602003,2.5654195439316423,2.5654195435458154,2.5654195442950285,0.47718429729415135,0.4627250560092669,0.4915293127657777,2.5654195437285416,0.49152931265056227,0.4915293127550054,0.4915293127587121,0.4627250561767099,0.4915293127785281,0.47718429736437573,0.49152931270650085,0.46272505605212333,2.5654195435778164,0.46272505605211345,0.49152931259852073,0.462725056052693,0.49152931267552685,0.49152931267063527,0.47718429738009976,0.47718429720265026,0.477184297202672,0.45466114391625023,2.5654195439370797,0.4915293125490243,0.46272505611253406,0.49217292013487074,2.565419543966507,0.4771842974397861,0.4771842974397861,0.4771842974392996,0.47718429755014885,2.359270282825465,2.4899529969866814,0.49152931272962397,0.4915293128123348,0.49152931279459017,0.4915293129167552,1.392469560168454,0.4915293128644208,0.4627250561190239,2.5648233690649658,2.565419543796584,2.5654195438734337,2.565419543621988,2.415082623702475,0.49152931271751615,0.4915293127578946,0.49152931287255597,0.45203152185280676,0.4771842974204853,2.564823369584769,0.46305712236368524,0.4627250560694357,0.462725056085262,0.4520315219623258,0.46289108914504185,0.4628910891657344,0.462725056085262,0.4771842973209271,2.415082623771047,2.4338702596093906,0.49152931272336375,0,0,0
ACMANAt2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
ACNAMt2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
ACNPLYS,0,0,0,0,0,-0.0,-0.0,-0.0,-1.0081263715490025e-23,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1000.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0,0,0
ACOAD1,0,0,0,0,0,-1.1113325184984928e-11,0.09113974196616471,0.0911397419694878,0.0911397419493315,0.09113974195835091,-1.6155871338926322e-24,1.4719767690451434e-12,5.02876065299822e-11,0.017462194376856244,0.09113974194921624,0.0174621943763799,0.01746219437881654,0.017462194373563857,0.09113974196224016,0.09113974194784523,0.09113974197440705,0.01746219437748186,0.017462194372594126,0.017462194378622897,0.09113974195504312,0.01746219437628823,0.0174621943770143,0.017462194380122847,0.017462194373559697,0.01746219437908985,0.01746219438186605,0.017462194373753372,0.01746219437321748,0.09113974194847448,0.01746219437321711,0.01746219436991725,0.01746219437323898,0.017462194376178283,0.01746219437247921,0.01746219437681241,0.01746219437220464,0.017462194372205433,0.017563777935282868,0.09113974196137031,0.01746219437023672,0.017462194375499868,0.018010691562636946,0.0911397419632528,0.017462194378977964,0.017462194378977964,0.017462194378976614,0.017462194383074336,0.0911397419710132,0.09113974196947743,0.017462194373352866,0.017462194380353728,0.01746219437513442,0.017462194383361863,0.017462194379027293,0.01746219437981532,0.017462194375751503,0.09113974194406749,0.0911397419594973,0.09113974195902988,0.0911397419497097,0.09113974195184932,0.017462194375051584,0.017462194376061616,0.017462194380357194,0.01746219437696228,0.017462194378264927,0.09113974195971902,0.017462194375633188,0.01746219437366196,0.017462194373880618,0.017462194380088107,0.017462194375028703,0.017462194375632453,0.017462194373880618,0.017462194372830978,0.0911397419568546,0.09113974196362483,0.017462194377079115,0,0,0
ACOADH2,0,0,0,0,0,-0.0,-2.5849394142282115e-26,-1.454028420503369e-26,-0.0,498.82036485865467,-4.245173863578301e-12,-0.0,6.147185167547601e-12,-1.0911367295867317e-13,2.5849394142282115e-26,-4.357468162335397e-14,-1.6155871338926322e-27,8.077935669463161e-28,0.0,-5.78020162115925e-14,-3.071132757817569e-14,-0.0,0.0,-0.0,2.0017884919121638e-13,-7.991133796347976e-14,2.0379894603532797e-13,2.532330351784892e-14,-1.0726392943661783e-13,-1.9659588627180263e-13,-1.1369345135487263e-13,-1.6155871338926322e-27,0.0,-8.077935669463161e-27,0.0,-6.058451752097371e-28,0.0,-7.082572375791436e-14,2.0194839173657902e-28,0.0,-2.261821987449685e-26,-1.1309109937248425e-26,1.6496190264475473e-14,-2.5849394142282115e-26,-1.1310247985559726e-13,2.271919407036514e-28,1.2163013651810792e-13,-4.427718488824495e-26,3.277667850671698e-14,3.277667850671698e-14,-1.920780700291779e-13,-7.560185116828403e-13,-5.816113682013476e-26,1.308861809345256e-12,-5.893661864440322e-24,9.177381077301945e-14,-9.796579780033675e-15,-7.727304039690128e-14,-3.4152368316971116e-17,-6.776263569956467e-17,-3.091857282465395e-14,2.2475077354759552e-14,-3.478771090636313e-14,-0.0,1.839366332855901e-13,8.76278216656346e-14,-8.284757428703616e-14,-2.5982471383056312e-14,-3.5604331982595504e-14,-1.1152320386619103e-13,1.2477779226524143e-13,6.491562929561367e-13,-4.592116617518445e-14,1.6354213989988597e-14,1.0926697914526162e-13,1.561941765163038e-13,3.192554727526656e-13,3.635676829039e-13,1.0926697914515822e-13,-7.580996377529146e-14,-2.3849108451901954e-13,-0.0,-3.5446038465501175e-14,0,0,0
ACOAD2,0,0,0,0,0,-1.1113325184984928e-11,0.09113974196616471,0.0911397419694878,0.0911397419493315,0.09113974195835091,-1.6155871338926322e-24,4.911384887033602e-25,5.02876065299822e-11,0.017462194376856244,0.09113974194921624,0.0174621943763799,0.01746219437881654,0.017462194373563857,0.09113974196224016,0.09113974194784523,0.09113974197440705,0.01746219437748186,0.017462194372594126,0.017462194378622897,0.09113974195504312,0.01746219437628823,0.0174621943770143,0.017462194380122847,0.017462194373559697,0.01746219437908985,0.01746219438186605,0.017462194373753372,0.01746219437321748,0.09113974194847448,0.01746219437321711,0.01746219436991725,0.01746219437323898,0.017462194376178283,0.01746219437247921,0.01746219437681241,0.01746219437220464,0.017462194372205433,0.017563777935282868,0.09113974196137031,0.01746219437023672,0.017462194375499868,0.018010691562636946,0.0911397419632528,0.017462194378977964,0.017462194378977964,0.017462194378976614,0.017462194383074336,0.0911397419710132,0.09113974196947743,0.017462194373352866,0.017462194380353728,0.01746219437513442,0.017462194383361863,0.017462194379027293,0.01746219437981532,0.017462194375751503,0.09113974194406749,0.0911397419594973,0.09113974195902988,0.0911397419497097,0.09113974195184932,0.017462194375051584,0.017462194376061616,0.017462194380357194,0.01746219437696228,0.017462194378264927,0.09113974195971902,0.017462194375633188,0.01746219437366196,0.017462194373880618,0.017462194380088107,0.017462194375028703,0.017462194375632453,0.017462194373880618,0.017462194372830978,0.0911397419568546,0.09113974196362483,0.017462194377079115,0,0,0
ACOAD20,0,0,0,0,0,9.100081997972676e-12,0.0,0.0,499.3815799076126,0.0,9.306181917336117e-12,3.823972485106326e-12,-6.158949210774036e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5849394142282115e-26,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.021387835420562e-13,0.0,0,0,0
ACOAD3,0,0,0,0,0,1.1113325184984928e-11,-0.09113974196616471,-0.0911397419694878,-0.0911397419493315,-0.09113974195835091,1.6155871338926322e-24,-4.911384887033602e-25,-5.02876065299822e-11,-0.017462194376856244,-0.09113974194921624,-0.0174621943763799,-0.017462194378720246,-0.017462194373505133,-0.09113974196224016,-0.09113974194784523,-0.09113974197440705,-0.01746219437748186,-0.01746219437214818,-0.017462194378622897,-0.09113974195504312,-0.01746219437628823,-0.0174621943770143,-0.017462194380122847,-0.017462194373559697,-0.01746219437908985,-0.01746219438186605,-0.017462194373753372,-0.01746219437321748,-0.09113974194847448,-0.01746219437321711,-0.01746219436991725,-0.01746219437323898,-0.017462194376178283,-0.01746219437247921,-0.01746219437681241,-0.01746219437220464,-0.017462194372205433,-0.017563777935282868,-0.09113974196137031,-0.01746219437023672,-0.017462194375499868,-0.018010691562636946,-0.09113974196348117,-0.017462194378977964,-0.017462194378977964,-0.017462194378976614,-0.017462194383074336,-0.0911397419710132,-0.09113974196947743,-0.017462194373747197,-0.017462194380353728,-0.01746219437513442,-0.017462194383361863,-0.017462194379027293,-0.01746219437981532,-0.017462194375751503,-0.09113974194406749,-0.0911397419594973,-0.09113974195902988,-0.0911397419497097,-0.09113974195184932,-0.017462194375051584,-0.017462194376061616,-0.017462194380357194,-0.01746219437696228,-0.017462194378264927,-0.09113974195971902,-0.017462194375633188,-0.01746219437366196,-0.017462194373880618,-0.017462194380088107,-0.017462194375028703,-0.017462194375632453,-0.017462194373880618,-0.017462194372830978,-0.0911397419568546,-0.09113974196362483,-0.017462194377079115,0,0,0
