,leu__L_e,lys__L_e,met__L_e,phe__L_e,crn_e,btd_RR_e,4abut_e,gly_e,ile__L_e,val__L_e,for_e,ac_e,acac_e,arab__L_e,acgam_e,glcr_e,succ_e,gal_e,asp__L_e,pro__L_e,ala__D_e,tre_e,man_e,galt_e,ser__D_e,sbt__D_e,glyc_e,glcur_e,glcn__D_e,glyc3p_e,xyl__D_e,lac__L_e,mnl_e,glu__L_e,g6p_e,mal__L_e,rib__D_e,rmn_e,fru_e,glc__D_e,malt_e,melib_e,thymd_e,asn__L_e,akg_e,sucr_e,uri_e,gln__L_e,g1p_e,f6p_e,mbdg_e,malttr_e,dad_2_e,adn_e,cit_e,fum_e,ppa_e,galctr__D_e,glyclt_e,glx_e,cellb_e,ins_e,ser__L_e,thr__L_e,ala__L_e,acmana_e,mal__D_e,pyr_e,galur_e,dextrin_e,glycogen_e,acnam_e,arab__D_e,abt__L_e,arbt_e,drib_e,pala_e,raffin_e,salcn_e,srb__L_e,gam_e,orn__L_e,dha_e,gly_asp__L_e,gly_glu__L_e,gly_pro__L_e
GUAD,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
GUAPRT,0,0,0,0,0,-5.586275310849064e-13,-0.05667891159310937,-0.05667891159513205,-0.05667891158258755,-0.05667891158819664,4.1231260386910427e-13,4.929843707666482e-13,6.973385900812691e-13,-0.010859567406653737,-0.05667891158251588,-0.010859567406357504,-0.010859567407812942,-0.010859567404569715,-0.05667891159061532,-0.056678911581663265,-0.056678911598181794,-0.0108595674070428,-0.010859567403725838,-0.010859567407752402,-0.05667891158613956,-0.010859567406300496,-0.010859567406752028,-0.010859567408685208,-0.010859567404603646,-0.010859567408042796,-0.010859567409769285,-0.010859567404724093,-0.010859567404390829,-0.056678911582054584,-0.010859567404390598,-0.010859567402338443,-0.010859567404404198,-0.010859567406232118,-0.010859567403931703,-0.010859567406626478,-0.01085956740376095,-0.010859567403761445,-0.010922741225266347,-0.05667891158999193,-0.010859567402537122,-0.01085956740581022,-0.011200672426607005,-0.0566789115913871,-0.010859567407973213,-0.010859567407973213,-0.010859567407972375,-0.010859567410520708,-0.05667891159607119,-0.05667891159511611,-0.010859567404720251,-0.010859567408828789,-0.010859567405582951,-0.010859567410699517,-0.010859567408003892,-0.010859567408493956,-0.01085956740596671,-0.05667891157931392,-0.056678911588909565,-0.056678911588618895,-0.056678911582822754,-0.05667891158415337,-0.010859567405531435,-0.010859567406159567,-0.010859567408830942,-0.010859567406719681,-0.010859567407529785,-0.05667891158904746,-0.01085956740589313,-0.010859567404667243,-0.010859567404803224,-0.0108595674086636,-0.010859567405517209,-0.01085956740589267,-0.010859567404803224,-0.010859567404150464,-0.0566789115872661,0.0,-0.01085956740679234,0,0,0
GUAt2r,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5643891141506197e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
GUI1,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
GUI2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
H2Ot,0,0,0,0,0,-5000.00000000013,-2935.649272921872,-935.6492729181647,-4935.64927293416,-3935.649272926803,-1000.0000000002053,-2000.0000000008295,-3000.0000000000323,-4987.670527913496,-5935.64927293412,-4987.670527912741,-2987.6705279111848,-5987.670527915542,-1935.64927292393,-2935.6492729354713,-1935.649272914817,-10987.670527912576,-5987.670527917164,-6987.670069759208,-1935.6492729299496,-6987.670069761013,-3987.670527913114,-4987.670069758441,-5987.67052791501,-2987.6705279112557,-4987.670069757489,-2987.670527916138,-6987.670527917272,-2935.649272935163,-4987.67052791727,-2987.6705279194607,-4987.670527916907,-5987.670527913426,-5987.670527915808,-5987.670527912993,-10987.670527917766,-10987.670527917766,-3987.5988031574666,-935.6492729246947,-2987.670527918837,-10987.670527914703,-3987.204725992276,-1935.6492729236268,-4987.670527911045,-4987.670527911045,-5987.670527910988,-15987.67052790703,1064.3507270818611,1064.350727081237,-3987.6705279165003,-1987.6705279096868,-2987.6705279146727,-4987.670527907236,-1987.6705279114487,-987.6705279101973,-11987.670527914335,64.35072706228162,-1935.6492729269266,-2935.649272927292,-1935.6492729336276,-5935.649272933143,-2987.670527914929,-1987.67052791441,-4987.670527909719,-9987.670527913264,-4987.6705279122,-7935.649272926209,-4987.6705279143025,-5987.670527916138,-4987.670527915716,-4987.670527909882,-10987.670527915076,-15987.670527914659,-4987.670527915716,-5987.670527916183,-4935.649272928885,-2935.6492729228175,-2987.6705279129983,0,0,0
HACD1_1,0,0,0,0,0,-1.1113325184984928e-11,0.09113974196616471,0.0911397419694878,0.0911397419493315,0.09113974195835091,-1.6155871338926322e-24,1.4719767690451434e-12,5.02876065299822e-11,0.017462194376856244,0.09113974194921624,0.0174621943763799,0.01746219437881654,0.017462194373563857,0.09113974196224016,0.09113974194784523,0.09113974197440705,0.01746219437748186,0.017462194372594126,0.017462194378622897,0.09113974195504312,0.01746219437628823,0.0174621943770143,0.017462194380122847,0.017462194373559697,0.01746219437908985,0.01746219438186605,0.017462194373753372,0.01746219437321748,0.09113974194847448,0.01746219437321711,0.01746219436991725,0.01746219437323898,0.017462194376178283,0.01746219437247921,0.01746219437681241,0.01746219437220464,0.017462194372205433,0.017563777935282868,0.09113974196137031,0.01746219437023672,0.017462194375499868,0.018010691562636946,0.0911397419632528,0.017462194378977964,0.017462194378977964,0.017462194378976614,0.017462194383074336,0.0911397419710132,0.09113974196947743,0.017462194373352866,0.017462194380353728,0.01746219437513442,0.017462194383361863,0.017462194379027293,0.01746219437981532,0.017462194375751503,0.09113974194406749,0.0911397419594973,0.09113974195902988,0.0911397419497097,0.09113974195184932,0.017462194375051584,0.017462194376061616,0.017462194380357194,0.01746219437696228,0.017462194378264927,0.09113974195971902,0.017462194375633188,0.01746219437366196,0.017462194373880618,0.017462194380088107,0.017462194375028703,0.017462194375632453,0.017462194373880618,0.017462194372830978,0.0911397419568546,0.09113974196362483,0.017462194377079115,0,0,0
HACD2,0,0,0,0,0,-1.1113325184984928e-11,0.09113974196616471,0.0911397419694878,0.0911397419493315,0.09113974195835091,-1.6155871338926322e-24,4.911384887033602e-25,5.02876065299822e-11,0.017462194376856244,0.09113974194921624,0.0174621943763799,0.01746219437881654,0.017462194373563857,0.09113974196224016,0.09113974194784523,0.09113974197440705,0.01746219437748186,0.017462194372594126,0.017462194378622897,0.09113974195504312,0.01746219437628823,0.0174621943770143,0.017462194380122847,0.017462194373559697,0.01746219437908985,0.01746219438186605,0.017462194373753372,0.01746219437321748,0.09113974194847448,0.01746219437321711,0.01746219436991725,0.01746219437323898,0.017462194376178283,0.01746219437247921,0.01746219437681241,0.01746219437220464,0.017462194372205433,0.017563777935282868,0.09113974196137031,0.01746219437023672,0.017462194375499868,0.018010691562636946,0.0911397419632528,0.017462194378977964,0.017462194378977964,0.017462194378976614,0.017462194383074336,0.0911397419710132,0.09113974196947743,0.017462194373352866,0.017462194380353728,0.01746219437513442,0.017462194383361863,0.017462194379027293,0.01746219437981532,0.017462194375751503,0.09113974194406749,0.0911397419594973,0.09113974195902988,0.0911397419497097,0.09113974195184932,0.017462194375051584,0.017462194376061616,0.017462194380357194,0.01746219437696228,0.017462194378264927,0.09113974195971902,0.017462194375633188,0.01746219437366196,0.017462194373880618,0.017462194380088107,0.017462194375028703,0.017462194375632453,0.017462194373880618,0.017462194372830978,0.0911397419568546,0.09113974196362483,0.017462194377079115,0,0,0
HACD3,0,0,0,0,0,-1.1113325184984928e-11,0.09113974196616471,0.0911397419694878,0.0911397419493315,0.09113974195835091,-1.6155871338926322e-24,4.911384887033602e-25,5.02876065299822e-11,0.017462194376856244,0.09113974194921624,0.0174621943763799,0.01746219437881654,0.017462194373563857,0.09113974196224016,0.09113974194784523,0.09113974197440705,0.01746219437748186,0.017462194372594126,0.017462194378622897,0.09113974195504312,0.01746219437628823,0.0174621943770143,0.017462194380122847,0.017462194373559697,0.01746219437908985,0.01746219438186605,0.017462194373753372,0.01746219437321748,0.09113974194847448,0.01746219437321711,0.01746219436991725,0.01746219437323898,0.017462194376178283,0.01746219437247921,0.01746219437681241,0.01746219437220464,0.017462194372205433,0.017563777935282868,0.09113974196137031,0.01746219437023672,0.017462194375499868,0.018010691562636946,0.0911397419632528,0.017462194378977964,0.017462194378977964,0.017462194378976614,0.017462194383074336,0.0911397419710132,0.09113974196947743,0.017462194373352866,0.017462194380353728,0.01746219437513442,0.017462194383361863,0.017462194379027293,0.01746219437981532,0.017462194375751503,0.09113974194406749,0.0911397419594973,0.09113974195902988,0.0911397419497097,0.09113974195184932,0.017462194375051584,0.017462194376061616,0.017462194380357194,0.01746219437696228,0.017462194378264927,0.09113974195971902,0.017462194375633188,0.01746219437366196,0.017462194373880618,0.017462194380088107,0.017462194375028703,0.017462194375632453,0.017462194373880618,0.017462194372830978,0.0911397419568546,0.09113974196362483,0.017462194377079115,0,0,0
HACD4,0,0,0,0,0,-1.1113325184984928e-11,0.09113974196616471,0.0911397419694878,0.0911397419493315,0.09113974195835091,-1.6155871338926322e-24,4.911384887033602e-25,5.02876065299822e-11,0.017462194376856244,0.09113974194921624,0.0174621943763799,0.017462194378720246,0.017462194373505133,0.09113974196224016,0.09113974194784523,0.09113974197440705,0.01746219437748186,0.01746219437214818,0.017462194378622897,0.09113974195504312,0.01746219437628823,0.0174621943770143,0.017462194380122847,0.017462194373559697,0.01746219437908985,0.01746219438186605,0.017462194373753372,0.01746219437321748,0.09113974194847448,0.01746219437321711,0.01746219436991725,0.01746219437323898,0.017462194376178283,0.01746219437247921,0.01746219437681241,0.01746219437220464,0.017462194372205433,0.017563777935282868,0.09113974196137031,0.01746219437023672,0.017462194375499868,0.018010691562636946,0.09113974196348117,0.017462194378977964,0.017462194378977964,0.017462194378976614,0.017462194383074336,0.0911397419710132,0.09113974196947743,0.017462194373747197,0.017462194380353728,0.01746219437513442,0.017462194383361863,0.017462194379027293,0.01746219437981532,0.017462194375751503,0.09113974194406749,0.0911397419594973,0.09113974195902988,0.0911397419497097,0.09113974195184932,0.017462194375051584,0.017462194376061616,0.017462194380357194,0.01746219437696228,0.017462194378264927,0.09113974195971902,0.017462194375633188,0.01746219437366196,0.017462194373880618,0.017462194380088107,0.017462194375028703,0.017462194375632453,0.017462194373880618,0.017462194372830978,0.0911397419568546,0.09113974196362483,0.017462194377079115,0,0,0
HACD5,0,0,0,0,0,-1.1113325184984928e-11,0.09113974196616471,0.0911397419694878,0.0911397419493315,0.09113974195835091,-1.6155871338926322e-24,4.911384887033602e-25,5.02876065299822e-11,0.017462194376856244,0.09113974194921624,0.0174621943763799,0.017462194378720246,0.017462194373505133,0.09113974196224016,0.09113974194784523,0.09113974197440705,0.01746219437748186,0.01746219437214818,0.017462194378622897,0.09113974195504312,0.01746219437628823,0.0174621943770143,0.017462194380122847,0.017462194373559697,0.01746219437908985,0.01746219438186605,0.017462194373753372,0.01746219437321748,0.09113974194847448,0.01746219437321711,0.01746219436991725,0.01746219437323898,0.017462194376178283,0.01746219437247921,0.01746219437681241,0.01746219437220464,0.017462194372205433,0.017563777935282868,0.09113974196137031,0.01746219437023672,0.017462194375499868,0.018010691562636946,0.09113974196348117,0.017462194378977964,0.017462194378977964,0.017462194378976614,0.017462194383074336,0.0911397419710132,0.09113974196947743,0.017462194373747197,0.017462194380353728,0.01746219437513442,0.017462194383361863,0.017462194379027293,0.01746219437981532,0.017462194375751503,0.09113974194406749,0.0911397419594973,0.09113974195902988,0.0911397419497097,0.09113974195184932,0.017462194375051584,0.017462194376061616,0.017462194380357194,0.01746219437696228,0.017462194378264927,0.09113974195971902,0.017462194375633188,0.01746219437366196,0.017462194373880618,0.017462194380088107,0.017462194375028703,0.017462194375632453,0.017462194373880618,0.017462194372830978,0.0911397419568546,0.09113974196362483,0.017462194377079115,0,0,0
HACD6,0,0,0,0,0,-1.1113325184984928e-11,0.09113974196616471,0.0911397419694878,0.0911397419493315,0.09113974195835091,-1.6155871338926322e-24,4.911384887033602e-25,5.02876065299822e-11,0.017462194376856244,0.09113974194921624,0.0174621943763799,0.017462194378720246,0.017462194373505133,0.09113974196224016,0.09113974194784523,0.09113974197440705,0.01746219437748186,0.01746219437214818,0.017462194378622897,0.09113974195504312,0.01746219437628823,0.0174621943770143,0.017462194380122847,0.017462194373559697,0.01746219437908985,0.01746219438186605,0.017462194373753372,0.01746219437321748,0.09113974194847448,0.01746219437321711,0.01746219436991725,0.01746219437323898,0.017462194376178283,0.01746219437247921,0.01746219437681241,0.01746219437220464,0.017462194372205433,0.017563777935282868,0.09113974196137031,0.01746219437023672,0.017462194375499868,0.018010691562636946,0.09113974196348117,0.017462194378977964,0.017462194378977964,0.017462194378976614,0.017462194383074336,0.0911397419710132,0.09113974196947743,0.017462194373747197,0.017462194380353728,0.01746219437513442,0.017462194383361863,0.017462194379027293,0.01746219437981532,0.017462194375751503,0.09113974194406749,0.0911397419594973,0.09113974195902988,0.0911397419497097,0.09113974195184932,0.017462194375051584,0.017462194376061616,0.017462194380357194,0.01746219437696228,0.017462194378264927,0.09113974195971902,0.017462194375633188,0.01746219437366196,0.017462194373880618,0.017462194380088107,0.017462194375028703,0.017462194375632453,0.017462194373880618,0.017462194372830978,0.0911397419568546,0.09113974196362483,0.017462194377079115,0,0,0
HACD7,0,0,0,0,0,-1.1113325184984928e-11,0.07010749382010688,0.07010749382267942,0.07010749380717808,0.07010749381411609,-1.6155871338926322e-24,4.3943970041879595e-25,5.02876065299822e-11,0.013432457212966343,0.07010749380708942,0.013432457212599924,0.01343245721440019,0.013432457210388563,0.07010749381710782,0.07010749380603479,0.07010749382646696,0.013432457213447583,0.013432457209344753,0.013432457214325306,0.07010749381157162,0.013432457212529407,0.01343245721308792,0.013432457215479116,0.013432457210430536,0.013432457214684501,0.013432457216820038,0.01343245721057952,0.013432457210167295,0.07010749380651882,0.01343245721016701,0.013432457207628654,0.013432457210183832,0.013432457212444833,0.013432457209599392,0.013432457212932623,0.013432457209388186,0.013432457209388796,0.013510598411756053,0.07010749381646929,0.013432457207874402,0.013432457211922974,0.013854378125105342,0.07010749381806244,0.013432457214598433,0.013432457214598433,0.013432457214597397,0.01343245721774949,0.0701074938238563,0.07010749382267494,0.013432457210574768,0.013432457215656717,0.013432457211641862,0.013432457217970664,0.01343245721463638,0.013432457215242553,0.013432457212116541,0.07010749380312883,0.07010749381499792,0.07010749381463838,0.07010749380746899,0.07010749380911487,0.01343245721157814,0.01343245721235509,0.01343245721565938,0.013432457213047908,0.013432457214049945,0.07010749381516848,0.01343245721202553,0.0134324572105092,0.013432457210677397,0.013432457215452392,0.013432457211560542,0.013432457212024962,0.013432457210677397,0.013432457209869984,0.07010749381296508,0.07010749381817295,0.013432457213137782,0,0,0
HACD9,0,0,0,0,0,1.79727903205021e-11,8.271806125530277e-25,2.908056841006738e-26,998.7631598152252,-5.598776650690284e-14,1.8612363834672182e-11,7.647944970212651e-12,-1.2294370335095202e-11,2.0679515313825692e-25,3.101927297073854e-25,-1.6155871338926322e-27,-6.462348535570529e-27,-3.101927297073854e-25,-1.7448341046040428e-25,0.0,0.0,0.0,0.0,0.0,9.693522803355793e-27,0.0,-5.4297480995636904e-27,0.0,0.0,0.0,0.0,1.0339757656912846e-25,0.0,1.550963648536927e-25,0.0,1.0339757656912846e-25,1.0339757656912846e-25,3.877409121342317e-26,1.0339757656912846e-25,-5.169878828456423e-26,2.5849394142282115e-26,0.0,0.0,5.169878828456423e-26,2.2620495971119451e-13,-4.0389678347315804e-28,-2.4326027303621584e-13,8.85543697764899e-26,3.2311742677852644e-27,3.2311742677852644e-27,3.2311742677852644e-27,-9.693522803355793e-27,2.5849394142282115e-26,-2.617723618690512e-12,0.0,1.550963648536927e-25,-9.693522803355793e-27,6.462348535570529e-27,-5.169878828456423e-26,-1.1632227364026952e-25,2.0679515313825692e-25,0.0,6.957542181272626e-14,-0.0,0.0,-1.752556433334664e-13,1.656951485740723e-13,5.1964942766112625e-14,7.120866396519101e-14,2.2304640773238206e-13,-2.4955558453048287e-13,-1.2988954530002017e-12,9.18423323503689e-14,-3.2708427979977195e-14,-2.1853395829052324e-13,-3.123883530326076e-13,-6.385109455053312e-13,-7.271353658078e-13,-2.1853395829031645e-13,1.5161992755058292e-13,4.769821690380391e-13,-0.0,7.089207693100235e-14,0,0,0
HACOADr,0,0,0,0,0,0.0,-5.169878828456423e-26,-2.908056841006738e-26,0.0,997.6407297173093,-8.490347727156603e-12,0.0,1.2294370335095202e-11,-2.0679515313825692e-25,0.0,0.0,-3.2311742677852644e-27,1.6155871338926322e-27,2.5849394142282115e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.271806125530277e-25,0.0,0.0,-3.2311742677852644e-27,0.0,-1.6155871338926322e-26,0.0,-1.2116903504194741e-27,0.0,1.1632227364026952e-25,4.0389678347315804e-28,0.0,-4.52364397489937e-26,-2.261821987449685e-26,-0.0,-6.462348535570529e-27,-2.2620495971119451e-13,4.0389678347315804e-28,2.4326027303621584e-13,0.0,-3.2311742677852644e-27,-3.2311742677852644e-27,-3.2311742677852644e-27,9.693522803355793e-27,-2.5849394142282115e-26,0.0,-0.0,-1.550963648536927e-25,0.0,-6.462348535570529e-27,5.169878828456423e-26,-1.355252713296591e-16,-2.0679515313825692e-25,4.4950154709519103e-14,-6.957542181272626e-14,-0.0,3.678732665711802e-13,1.752556433312692e-13,-1.6569514857407014e-13,-5.1964942766112625e-14,-7.120866396519101e-14,-2.2304640773238206e-13,2.4955558453048287e-13,1.2983125859122735e-12,-9.18423323503689e-14,3.2708427979977195e-14,2.1853395829052324e-13,3.123883530326076e-13,6.385109455053312e-13,7.271353658078e-13,2.1853395829031645e-13,-1.5161992755058292e-13,0.0,0.0,-7.089207693100235e-14,0,0,0
HCO3E,0,0,0,0,0,-6.639334630375894e-11,4.342273125104128,12.54708474183825,11.310244554412069,28.27410466400563,-9.956417789213331e-11,-2.381991515186397e-10,-1.262552399823194e-11,2.403996630706296,12.547084739173386,2.4039966310015184,0.8319709461624675,2.4039966303043707,4.342273124947606,4.342273124310062,27.683090676092,2.403996631016186,2.4039966303067875,2.4039966312332703,12.572847289035952,2.4087036087827105,2.4039966308917418,2.403996631344427,2.4039966303060867,2.295924648778097,2.4039966314620678,5.303910904802564,2.4039966301249147,4.3422731242917525,2.4039966301248787,0.8319709457430562,2.4039966302142917,2.4039966307165272,2.40399663058863,2.403996630715924,2.408703607785791,2.408703607785673,2.2552604065175204,4.342273124899846,0.8319709457094308,2.40399663050303,2.3224547277864422,4.342273124972858,2.399289653077462,2.399289653077462,2.399289653077189,2.3992896534044728,12.547084741982141,12.547084741892395,0.8319709459255309,0.8319709461909518,5.303910905042062,2.3992896533877124,2.4039966311328387,2.403996631131496,2.4039966304883555,12.547084738495679,24.50948699080433,10.703264168551682,12.572847288397645,12.54708473918301,2.4089326840840344,2.4039966305627054,2.403996631371942,2.403996630740745,2.403996630777929,12.547084740562234,2.403996630652927,2.4039966303702363,2.403996630408968,2.403996631295694,2.408932684065333,2.4039966306299627,2.403996630408968,2.4039966304053415,12.547084740077599,4.342273125013577,2.4039966310016476,0,0,0
HEMEAS,0,0,0,0,0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0,0,0
HEMECS,0,0,0,0,0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0,0,0
HEMEDS,0,0,0,0,0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0,0,0
HEMEOS_1,0,0,0,0,0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0,0,0
HETZK,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
HEX1,0,0,0,0,0,1.0339757656912846e-25,-2.1086643271566635e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.42504472385238e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
HEXSabc,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.533379582711854e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0,0,0
